"","source","type","score","phase","gene_id","gene_type","gene_name","level","havana_gene","tag","gene_id_no_ver","length"
"KIR2DL1","HAVANA","gene",NA,NA,"ENSG00000125498.15","protein_coding","KIR2DL1","2","OTTHUMG00000065885.3",NA,"ENSG00000125498",NA
"PPP1R12C","HAVANA","gene",NA,NA,"ENSG00000125503.8","protein_coding","PPP1R12C","2","OTTHUMG00000180540.3",NA,"ENSG00000125503",NA
"MBOAT7","HAVANA","gene",NA,NA,"ENSG00000125505.12","protein_coding","MBOAT7","1","OTTHUMG00000066516.7",NA,"ENSG00000125505",NA
"SRMS","HAVANA","gene",NA,NA,"ENSG00000125508.3","protein_coding","SRMS","2","OTTHUMG00000032977.1",NA,"ENSG00000125508",NA
"OPRL1","HAVANA","gene",NA,NA,"ENSG00000125510.11","protein_coding","OPRL1","2","OTTHUMG00000033027.1",NA,"ENSG00000125510",NA
"SLC2A4RG","HAVANA","gene",NA,NA,"ENSG00000125520.9","protein_coding","SLC2A4RG","2","OTTHUMG00000032997.3",NA,"ENSG00000125520",NA
"NPBWR2","HAVANA","gene",NA,NA,"ENSG00000125522.3","protein_coding","NPBWR2","2","OTTHUMG00000033032.1",NA,"ENSG00000125522",NA
"C20orf195","HAVANA","gene",NA,NA,"ENSG00000125531.5","protein_coding","C20orf195","2","OTTHUMG00000032980.1",NA,"ENSG00000125531",NA
"BHLHE23","HAVANA","gene",NA,NA,"ENSG00000125533.4","protein_coding","BHLHE23","2","OTTHUMG00000032948.2",NA,"ENSG00000125533",NA
"PPDPF","HAVANA","gene",NA,NA,"ENSG00000125534.5","protein_coding","PPDPF","2","OTTHUMG00000032978.1",NA,"ENSG00000125534",NA
"IL1B","HAVANA","gene",NA,NA,"ENSG00000125538.7","protein_coding","IL1B","2","OTTHUMG00000131344.2",NA,"ENSG00000125538",NA
"PLGLB2","HAVANA","gene",NA,NA,"ENSG00000125551.14","protein_coding","PLGLB2","2","OTTHUMG00000153273.4",NA,"ENSG00000125551",NA
"IL37","HAVANA","gene",NA,NA,"ENSG00000125571.5","protein_coding","IL37","2","OTTHUMG00000131345.1",NA,"ENSG00000125571",NA
"CHCHD5","HAVANA","gene",NA,NA,"ENSG00000125611.11","protein_coding","CHCHD5","2","OTTHUMG00000131312.2",NA,"ENSG00000125611",NA
"PAX8","HAVANA","gene",NA,NA,"ENSG00000125618.12","protein_coding","PAX8","1","OTTHUMG00000128529.8",NA,"ENSG00000125618",NA
"INSIG2","HAVANA","gene",NA,NA,"ENSG00000125629.10","protein_coding","INSIG2","2","OTTHUMG00000058518.2",NA,"ENSG00000125629",NA
"POLR1B","HAVANA","gene",NA,NA,"ENSG00000125630.11","protein_coding","POLR1B","1","OTTHUMG00000131314.3",NA,"ENSG00000125630",NA
"CCDC93","HAVANA","gene",NA,NA,"ENSG00000125633.6","protein_coding","CCDC93","2","OTTHUMG00000058517.5",NA,"ENSG00000125633",NA
"PSD4","HAVANA","gene",NA,NA,"ENSG00000125637.11","protein_coding","PSD4","1","OTTHUMG00000153339.3",NA,"ENSG00000125637",NA
"SLC25A23","HAVANA","gene",NA,NA,"ENSG00000125648.10","protein_coding","SLC25A23","2","OTTHUMG00000180852.3",NA,"ENSG00000125648",NA
"PSPN","HAVANA","gene",NA,NA,"ENSG00000125650.4","protein_coding","PSPN","2","OTTHUMG00000168086.2",NA,"ENSG00000125650",NA
"GTF2F1","HAVANA","gene",NA,NA,"ENSG00000125651.9","protein_coding","GTF2F1","1","OTTHUMG00000168087.2",NA,"ENSG00000125651",NA
"ALKBH7","HAVANA","gene",NA,NA,"ENSG00000125652.3","protein_coding","ALKBH7","2","OTTHUMG00000180792.1",NA,"ENSG00000125652",NA
"CLPP","HAVANA","gene",NA,NA,"ENSG00000125656.4","protein_coding","CLPP","2","OTTHUMG00000180779.3",NA,"ENSG00000125656",NA
"TNFSF9","HAVANA","gene",NA,NA,"ENSG00000125657.3","protein_coding","TNFSF9","2","OTTHUMG00000181831.1",NA,"ENSG00000125657",NA
"GRIA3","HAVANA","gene",NA,NA,"ENSG00000125675.13","protein_coding","GRIA3","2","OTTHUMG00000022685.1","ncRNA_host","ENSG00000125675",NA
"THOC2","HAVANA","gene",NA,NA,"ENSG00000125676.15","protein_coding","THOC2","1","OTTHUMG00000022334.19",NA,"ENSG00000125676",NA
"MED1","HAVANA","gene",NA,NA,"ENSG00000125686.7","protein_coding","MED1","1","OTTHUMG00000133216.3",NA,"ENSG00000125686",NA
"RPL23","HAVANA","gene",NA,NA,"ENSG00000125691.8","protein_coding","RPL23","2","OTTHUMG00000133118.3","ncRNA_host","ENSG00000125691",NA
"ATG4C","HAVANA","gene",NA,NA,"ENSG00000125703.10","protein_coding","ATG4C","2","OTTHUMG00000009142.3",NA,"ENSG00000125703",NA
"CD70","HAVANA","gene",NA,NA,"ENSG00000125726.6","protein_coding","CD70","2","OTTHUMG00000181834.2",NA,"ENSG00000125726",NA
"C3","HAVANA","gene",NA,NA,"ENSG00000125730.12","protein_coding","C3","2","OTTHUMG00000150335.5",NA,"ENSG00000125730",NA
"SH2D3A","HAVANA","gene",NA,NA,"ENSG00000125731.8","protein_coding","SH2D3A","2","OTTHUMG00000181868.1",NA,"ENSG00000125731",NA
"TRIP10","HAVANA","gene",NA,NA,"ENSG00000125733.13","protein_coding","TRIP10","2","OTTHUMG00000150255.4",NA,"ENSG00000125733",NA
"GPR108","HAVANA","gene",NA,NA,"ENSG00000125734.9","protein_coding","GPR108","1","OTTHUMG00000170129.3",NA,"ENSG00000125734",NA
"TNFSF14","HAVANA","gene",NA,NA,"ENSG00000125735.6","protein_coding","TNFSF14","2","OTTHUMG00000181835.1",NA,"ENSG00000125735",NA
"FOSB","HAVANA","gene",NA,NA,"ENSG00000125740.9","protein_coding","FOSB","1","OTTHUMG00000182122.1",NA,"ENSG00000125740",NA
"OPA3","HAVANA","gene",NA,NA,"ENSG00000125741.4","protein_coding","OPA3","2","OTTHUMG00000182125.1",NA,"ENSG00000125741",NA
"SNRPD2","HAVANA","gene",NA,NA,"ENSG00000125743.6","protein_coding","SNRPD2","1","OTTHUMG00000182130.1",NA,"ENSG00000125743",NA
"RTN2","HAVANA","gene",NA,NA,"ENSG00000125744.7","protein_coding","RTN2","2","OTTHUMG00000182123.1",NA,"ENSG00000125744",NA
"EML2","HAVANA","gene",NA,NA,"ENSG00000125746.10","protein_coding","EML2","1","OTTHUMG00000182127.1","ncRNA_host","ENSG00000125746",NA
"VASP","HAVANA","gene",NA,NA,"ENSG00000125753.9","protein_coding","VASP","2","OTTHUMG00000182124.1",NA,"ENSG00000125753",NA
"SYMPK","HAVANA","gene",NA,NA,"ENSG00000125755.14","protein_coding","SYMPK","2","OTTHUMG00000150151.3",NA,"ENSG00000125755",NA
"GPCPD1","HAVANA","gene",NA,NA,"ENSG00000125772.8","protein_coding","GPCPD1","2","OTTHUMG00000031806.2",NA,"ENSG00000125772",NA
"SDCBP2","HAVANA","gene",NA,NA,"ENSG00000125775.10","protein_coding","SDCBP2","2","OTTHUMG00000031661.2",NA,"ENSG00000125775",NA
"PANK2","HAVANA","gene",NA,NA,"ENSG00000125779.17","protein_coding","PANK2","2","OTTHUMG00000031768.4","ncRNA_host","ENSG00000125779",NA
"TGM3","HAVANA","gene",NA,NA,"ENSG00000125780.11","protein_coding","TGM3","2","OTTHUMG00000031690.2",NA,"ENSG00000125780",NA
"GNRH2","HAVANA","gene",NA,NA,"ENSG00000125787.7","protein_coding","GNRH2","2","OTTHUMG00000031723.2",NA,"ENSG00000125787",NA
"DEFB126","HAVANA","gene",NA,NA,"ENSG00000125788.5","protein_coding","DEFB126","2","OTTHUMG00000031616.3",NA,"ENSG00000125788",NA
"FOXA2","HAVANA","gene",NA,NA,"ENSG00000125798.10","protein_coding","FOXA2","2","OTTHUMG00000032041.2",NA,"ENSG00000125798",NA
"CD93","HAVANA","gene",NA,NA,"ENSG00000125810.9","protein_coding","CD93","2","OTTHUMG00000032058.2",NA,"ENSG00000125810",NA
"GZF1","HAVANA","gene",NA,NA,"ENSG00000125812.11","protein_coding","GZF1","2","OTTHUMG00000032069.2",NA,"ENSG00000125812",NA
"PAX1","HAVANA","gene",NA,NA,"ENSG00000125813.9","protein_coding","PAX1","2","OTTHUMG00000032034.3",NA,"ENSG00000125813",NA
"NAPB","HAVANA","gene",NA,NA,"ENSG00000125814.13","protein_coding","NAPB","2","OTTHUMG00000032062.2","ncRNA_host","ENSG00000125814",NA
"CST8","HAVANA","gene",NA,NA,"ENSG00000125815.4","protein_coding","CST8","2","OTTHUMG00000032071.2",NA,"ENSG00000125815",NA
"NKX2-4","HAVANA","gene",NA,NA,"ENSG00000125816.4","protein_coding","NKX2-4","2","OTTHUMG00000032022.2",NA,"ENSG00000125816",NA
"CENPB","HAVANA","gene",NA,NA,"ENSG00000125817.7","protein_coding","CENPB","2","OTTHUMG00000031761.2",NA,"ENSG00000125817",NA
"PSMF1","HAVANA","gene",NA,NA,"ENSG00000125818.13","protein_coding","PSMF1","2","OTTHUMG00000031656.8",NA,"ENSG00000125818",NA
"NKX2-2","HAVANA","gene",NA,NA,"ENSG00000125820.5","protein_coding","NKX2-2","2","OTTHUMG00000170524.8",NA,"ENSG00000125820",NA
"DTD1","HAVANA","gene",NA,NA,"ENSG00000125821.7","protein_coding","DTD1","2","OTTHUMG00000031980.6","ncRNA_host","ENSG00000125821",NA
"CSTL1","HAVANA","gene",NA,NA,"ENSG00000125823.8","protein_coding","CSTL1","2","OTTHUMG00000032068.1",NA,"ENSG00000125823",NA
"RBCK1","HAVANA","gene",NA,NA,"ENSG00000125826.15","protein_coding","RBCK1","1","OTTHUMG00000031634.5",NA,"ENSG00000125826",NA
"TMX4","HAVANA","gene",NA,NA,"ENSG00000125827.4","protein_coding","TMX4","1","OTTHUMG00000031843.4",NA,"ENSG00000125827",NA
"CST11","HAVANA","gene",NA,NA,"ENSG00000125831.5","protein_coding","CST11","2","OTTHUMG00000032060.2",NA,"ENSG00000125831",NA
"STK35","HAVANA","gene",NA,NA,"ENSG00000125834.8","protein_coding","STK35","2","OTTHUMG00000031688.4",NA,"ENSG00000125834",NA
"SNRPB","HAVANA","gene",NA,NA,"ENSG00000125835.13","protein_coding","SNRPB","2","OTTHUMG00000031694.4","ncRNA_host","ENSG00000125835",NA
"NRSN2","HAVANA","gene",NA,NA,"ENSG00000125841.8","protein_coding","NRSN2","2","OTTHUMG00000031628.3",NA,"ENSG00000125841",NA
"AP5S1","HAVANA","gene",NA,NA,"ENSG00000125843.6","protein_coding","AP5S1","2","OTTHUMG00000031760.2",NA,"ENSG00000125843",NA
"RRBP1","HAVANA","gene",NA,NA,"ENSG00000125844.11","protein_coding","RRBP1","2","OTTHUMG00000031945.6",NA,"ENSG00000125844",NA
"BMP2","HAVANA","gene",NA,NA,"ENSG00000125845.6","protein_coding","BMP2","2","OTTHUMG00000031833.3",NA,"ENSG00000125845",NA
"ZNF133","HAVANA","gene",NA,NA,"ENSG00000125846.11","protein_coding","ZNF133","2","OTTHUMG00000031965.3",NA,"ENSG00000125846",NA
"FLRT3","HAVANA","gene",NA,NA,"ENSG00000125848.9","protein_coding","FLRT3","2","OTTHUMG00000031914.1",NA,"ENSG00000125848",NA
"OVOL2","HAVANA","gene",NA,NA,"ENSG00000125850.6","protein_coding","OVOL2","2","OTTHUMG00000031960.7","ncRNA_host","ENSG00000125850",NA
"PCSK2","HAVANA","gene",NA,NA,"ENSG00000125851.5","protein_coding","PCSK2","2","OTTHUMG00000031941.5",NA,"ENSG00000125851",NA
"GFRA4","HAVANA","gene",NA,NA,"ENSG00000125861.10","protein_coding","GFRA4","2","OTTHUMG00000031748.3",NA,"ENSG00000125861",NA
"MKKS","HAVANA","gene",NA,NA,"ENSG00000125863.13","protein_coding","MKKS","2","OTTHUMG00000031868.4",NA,"ENSG00000125863",NA
"BFSP1","HAVANA","gene",NA,NA,"ENSG00000125864.7","protein_coding","BFSP1","2","OTTHUMG00000031940.9",NA,"ENSG00000125864",NA
"DSTN","HAVANA","gene",NA,NA,"ENSG00000125868.11","protein_coding","DSTN","2","OTTHUMG00000031947.9",NA,"ENSG00000125868",NA
"LAMP5","HAVANA","gene",NA,NA,"ENSG00000125869.5","protein_coding","LAMP5","2","OTTHUMG00000031851.3",NA,"ENSG00000125869",NA
"SNRPB2","HAVANA","gene",NA,NA,"ENSG00000125870.6","protein_coding","SNRPB2","2","OTTHUMG00000031933.2",NA,"ENSG00000125870",NA
"MGME1","HAVANA","gene",NA,NA,"ENSG00000125871.9","protein_coding","MGME1","2","OTTHUMG00000031955.2",NA,"ENSG00000125871",NA
"LRRN4","HAVANA","gene",NA,NA,"ENSG00000125872.7","protein_coding","LRRN4","2","OTTHUMG00000031825.2",NA,"ENSG00000125872",NA
"TBC1D20","HAVANA","gene",NA,NA,"ENSG00000125875.9","protein_coding","TBC1D20","2","OTTHUMG00000031637.5",NA,"ENSG00000125875",NA
"ITPA","HAVANA","gene",NA,NA,"ENSG00000125877.8","protein_coding","ITPA","2","OTTHUMG00000031738.4",NA,"ENSG00000125877",NA
"TCF15","HAVANA","gene",NA,NA,"ENSG00000125878.4","protein_coding","TCF15","2","OTTHUMG00000031640.2",NA,"ENSG00000125878",NA
"OTOR","HAVANA","gene",NA,NA,"ENSG00000125879.4","protein_coding","OTOR","2","OTTHUMG00000031931.3",NA,"ENSG00000125879",NA
"MCM8","HAVANA","gene",NA,NA,"ENSG00000125885.9","protein_coding","MCM8","2","OTTHUMG00000031822.2","ncRNA_host","ENSG00000125885",NA
"BANF2","HAVANA","gene",NA,NA,"ENSG00000125888.10","protein_coding","BANF2","2","OTTHUMG00000031949.6",NA,"ENSG00000125888",NA
"TMEM74B","HAVANA","gene",NA,NA,"ENSG00000125895.5","protein_coding","TMEM74B","2","OTTHUMG00000031655.2",NA,"ENSG00000125895",NA
"FAM110A","HAVANA","gene",NA,NA,"ENSG00000125898.8","protein_coding","FAM110A","2","OTTHUMG00000031649.3",NA,"ENSG00000125898",NA
"C20orf187","HAVANA","gene",NA,NA,"ENSG00000125899.6","protein_coding","C20orf187","2","OTTHUMG00000031881.1",NA,"ENSG00000125899",NA
"SIRPD","HAVANA","gene",NA,NA,"ENSG00000125900.8","protein_coding","SIRPD","2","OTTHUMG00000031674.1",NA,"ENSG00000125900",NA
"MRPS26","HAVANA","gene",NA,NA,"ENSG00000125901.5","protein_coding","MRPS26","2","OTTHUMG00000031721.2",NA,"ENSG00000125901",NA
"DEFB129","HAVANA","gene",NA,NA,"ENSG00000125903.4","protein_coding","DEFB129","2","OTTHUMG00000031618.2",NA,"ENSG00000125903",NA
"S1PR4","HAVANA","gene",NA,NA,"ENSG00000125910.4","protein_coding","S1PR4","2","OTTHUMG00000180672.1",NA,"ENSG00000125910",NA
"NCLN","HAVANA","gene",NA,NA,"ENSG00000125912.6","protein_coding","NCLN","2","OTTHUMG00000180687.3",NA,"ENSG00000125912",NA
"CITED1","HAVANA","gene",NA,NA,"ENSG00000125931.6","protein_coding","CITED1","2","OTTHUMG00000021812.2",NA,"ENSG00000125931",NA
"HNRNPR","HAVANA","gene",NA,NA,"ENSG00000125944.14","protein_coding","HNRNPR","2","OTTHUMG00000003224.4",NA,"ENSG00000125944",NA
"ZNF436","HAVANA","gene",NA,NA,"ENSG00000125945.10","protein_coding","ZNF436","2","OTTHUMG00000003232.2",NA,"ENSG00000125945",NA
"MAX","HAVANA","gene",NA,NA,"ENSG00000125952.14","protein_coding","MAX","1","OTTHUMG00000142809.9",NA,"ENSG00000125952",NA
"ARMCX5","HAVANA","gene",NA,NA,"ENSG00000125962.10","protein_coding","ARMCX5","2","OTTHUMG00000022062.2",NA,"ENSG00000125962",NA
"GDF5","HAVANA","gene",NA,NA,"ENSG00000125965.4","protein_coding","GDF5","2","OTTHUMG00000032341.2","ncRNA_host","ENSG00000125965",NA
"MMP24","HAVANA","gene",NA,NA,"ENSG00000125966.8","protein_coding","MMP24","2","OTTHUMG00000032330.4",NA,"ENSG00000125966",NA
"NECAB3","HAVANA","gene",NA,NA,"ENSG00000125967.12","protein_coding","NECAB3","2","OTTHUMG00000032264.6",NA,"ENSG00000125967",NA
"ID1","HAVANA","gene",NA,NA,"ENSG00000125968.7","protein_coding","ID1","2","OTTHUMG00000032181.1",NA,"ENSG00000125968",NA
"RALY","HAVANA","gene",NA,NA,"ENSG00000125970.7","protein_coding","RALY","2","OTTHUMG00000032283.1","ncRNA_host","ENSG00000125970",NA
"DYNLRB1","HAVANA","gene",NA,NA,"ENSG00000125971.12","protein_coding","DYNLRB1","1","OTTHUMG00000032302.2",NA,"ENSG00000125971",NA
"C20orf173","HAVANA","gene",NA,NA,"ENSG00000125975.9","protein_coding","C20orf173","2","OTTHUMG00000032340.8",NA,"ENSG00000125975",NA
"EIF2S2","HAVANA","gene",NA,NA,"ENSG00000125977.6","protein_coding","EIF2S2","2","OTTHUMG00000032287.2",NA,"ENSG00000125977",NA
"ERGIC3","HAVANA","gene",NA,NA,"ENSG00000125991.14","protein_coding","ERGIC3","1","OTTHUMG00000032346.8",NA,"ENSG00000125991",NA
"ROMO1","HAVANA","gene",NA,NA,"ENSG00000125995.11","protein_coding","ROMO1","2","OTTHUMG00000032360.4",NA,"ENSG00000125995",NA
"FAM83C","HAVANA","gene",NA,NA,"ENSG00000125998.7","protein_coding","FAM83C","2","OTTHUMG00000032332.3",NA,"ENSG00000125998",NA
"BPIFB1","HAVANA","gene",NA,NA,"ENSG00000125999.6","protein_coding","BPIFB1","2","OTTHUMG00000032252.3",NA,"ENSG00000125999",NA
"CEP250","HAVANA","gene",NA,NA,"ENSG00000126001.11","protein_coding","CEP250","1","OTTHUMG00000032343.34",NA,"ENSG00000126001",NA
"PLAGL2","HAVANA","gene",NA,NA,"ENSG00000126003.6","protein_coding","PLAGL2","2","OTTHUMG00000032210.2",NA,"ENSG00000126003",NA
"GRPR","HAVANA","gene",NA,NA,"ENSG00000126010.5","protein_coding","GRPR","2","OTTHUMG00000021189.1",NA,"ENSG00000126010",NA
"KDM5C","HAVANA","gene",NA,NA,"ENSG00000126012.7","protein_coding","KDM5C","2","OTTHUMG00000021606.2",NA,"ENSG00000126012",NA
"AMOT","HAVANA","gene",NA,NA,"ENSG00000126016.9","protein_coding","AMOT","2","OTTHUMG00000022216.3","ncRNA_host","ENSG00000126016",NA
"TMEM115","HAVANA","gene",NA,NA,"ENSG00000126062.3","protein_coding","TMEM115","2","OTTHUMG00000044212.3",NA,"ENSG00000126062",NA
"PSMB2","HAVANA","gene",NA,NA,"ENSG00000126067.7","protein_coding","PSMB2","2","OTTHUMG00000004169.1",NA,"ENSG00000126067",NA
"AGO3","HAVANA","gene",NA,NA,"ENSG00000126070.14","protein_coding","AGO3","2","OTTHUMG00000184172.2",NA,"ENSG00000126070",NA
"UROD","HAVANA","gene",NA,NA,"ENSG00000126088.8","protein_coding","UROD","2","OTTHUMG00000008949.2",NA,"ENSG00000126088",NA
"ST3GAL3","HAVANA","gene",NA,NA,"ENSG00000126091.15","protein_coding","ST3GAL3","1","OTTHUMG00000007561.7","ncRNA_host","ENSG00000126091",NA
"TMEM53","HAVANA","gene",NA,NA,"ENSG00000126106.9","protein_coding","TMEM53","2","OTTHUMG00000007833.1",NA,"ENSG00000126106",NA
"HECTD3","HAVANA","gene",NA,NA,"ENSG00000126107.10","protein_coding","HECTD3","2","OTTHUMG00000008587.1",NA,"ENSG00000126107",NA
"KLC1","HAVANA","gene",NA,NA,"ENSG00000126214.16","protein_coding","KLC1","1","OTTHUMG00000169227.3","ncRNA_host","ENSG00000126214",NA
"XRCC3","HAVANA","gene",NA,NA,"ENSG00000126215.9","protein_coding","XRCC3","2","OTTHUMG00000169228.4",NA,"ENSG00000126215",NA
"TUBGCP3","HAVANA","gene",NA,NA,"ENSG00000126216.8","protein_coding","TUBGCP3","2","OTTHUMG00000017367.2",NA,"ENSG00000126216",NA
"MCF2L","HAVANA","gene",NA,NA,"ENSG00000126217.16","protein_coding","MCF2L","1","OTTHUMG00000017377.16",NA,"ENSG00000126217",NA
"F10","HAVANA","gene",NA,NA,"ENSG00000126218.7","protein_coding","F10","1","OTTHUMG00000017374.7",NA,"ENSG00000126218",NA
"PCID2","HAVANA","gene",NA,NA,"ENSG00000126226.17","protein_coding","PCID2","2","OTTHUMG00000017385.4",NA,"ENSG00000126226",NA
"PROZ","HAVANA","gene",NA,NA,"ENSG00000126231.9","protein_coding","PROZ","2","OTTHUMG00000017376.1",NA,"ENSG00000126231",NA
"SLURP1","HAVANA","gene",NA,NA,"ENSG00000126233.1","protein_coding","SLURP1","2","OTTHUMG00000164685.1",NA,"ENSG00000126233",NA
"LRFN3","HAVANA","gene",NA,NA,"ENSG00000126243.4","protein_coding","LRFN3","2","OTTHUMG00000181740.2",NA,"ENSG00000126243",NA
"IGFLR1","HAVANA","gene",NA,NA,"ENSG00000126246.5","protein_coding","IGFLR1","1","OTTHUMG00000182064.4",NA,"ENSG00000126246",NA
"CAPNS1","HAVANA","gene",NA,NA,"ENSG00000126247.6","protein_coding","CAPNS1","2","OTTHUMG00000160811.8",NA,"ENSG00000126247",NA
"PDCD2L","HAVANA","gene",NA,NA,"ENSG00000126249.3","protein_coding","PDCD2L","2","OTTHUMG00000182089.3",NA,"ENSG00000126249",NA
"GPR42","HAVANA","gene",NA,NA,"ENSG00000126251.5","protein_coding","GPR42","2","OTTHUMG00000157124.2",NA,"ENSG00000126251",NA
"RBM42","HAVANA","gene",NA,NA,"ENSG00000126254.7","protein_coding","RBM42","2","OTTHUMG00000182063.2",NA,"ENSG00000126254",NA
"KIRREL2","HAVANA","gene",NA,NA,"ENSG00000126259.15","protein_coding","KIRREL2","2","OTTHUMG00000180691.5",NA,"ENSG00000126259",NA
"UBA2","HAVANA","gene",NA,NA,"ENSG00000126261.8","protein_coding","UBA2","2","OTTHUMG00000182090.5",NA,"ENSG00000126261",NA
"FFAR2","HAVANA","gene",NA,NA,"ENSG00000126262.4","protein_coding","FFAR2","2","OTTHUMG00000183303.3",NA,"ENSG00000126262",NA
"HCST","HAVANA","gene",NA,NA,"ENSG00000126264.5","protein_coding","HCST","2","OTTHUMG00000048132.3",NA,"ENSG00000126264",NA
"FFAR1","HAVANA","gene",NA,NA,"ENSG00000126266.2","protein_coding","FFAR1","2","OTTHUMG00000183300.2",NA,"ENSG00000126266",NA
"COX6B1","HAVANA","gene",NA,NA,"ENSG00000126267.4","protein_coding","COX6B1","1","OTTHUMG00000048112.5",NA,"ENSG00000126267",NA
"KRT36","HAVANA","gene",NA,NA,"ENSG00000126337.9","protein_coding","KRT36","2","OTTHUMG00000133431.2",NA,"ENSG00000126337",NA
"THRA","HAVANA","gene",NA,NA,"ENSG00000126351.8","protein_coding","THRA","2","OTTHUMG00000133332.2",NA,"ENSG00000126351",NA
"CCR7","HAVANA","gene",NA,NA,"ENSG00000126353.3","protein_coding","CCR7","2","OTTHUMG00000133375.3",NA,"ENSG00000126353",NA
"NR1D1","HAVANA","gene",NA,NA,"ENSG00000126368.5","protein_coding","NR1D1","2","OTTHUMG00000133327.2",NA,"ENSG00000126368",NA
"FRMD8","HAVANA","gene",NA,NA,"ENSG00000126391.9","protein_coding","FRMD8","2","OTTHUMG00000166275.2",NA,"ENSG00000126391",NA
"PRDX5","HAVANA","gene",NA,NA,"ENSG00000126432.9","protein_coding","PRDX5","2","OTTHUMG00000168805.1",NA,"ENSG00000126432",NA
"BCL2L12","HAVANA","gene",NA,NA,"ENSG00000126453.5","protein_coding","BCL2L12","2","OTTHUMG00000183239.1",NA,"ENSG00000126453",NA
"IRF3","HAVANA","gene",NA,NA,"ENSG00000126456.11","protein_coding","IRF3","2","OTTHUMG00000183287.1",NA,"ENSG00000126456",NA
"PRMT1","HAVANA","gene",NA,NA,"ENSG00000126457.16","protein_coding","PRMT1","2","OTTHUMG00000167568.1","ncRNA_host","ENSG00000126457",NA
"RRAS","HAVANA","gene",NA,NA,"ENSG00000126458.3","protein_coding","RRAS","2","OTTHUMG00000183247.1",NA,"ENSG00000126458",NA
"PRRG2","HAVANA","gene",NA,NA,"ENSG00000126460.6","protein_coding","PRRG2","2","OTTHUMG00000183153.1",NA,"ENSG00000126460",NA
"SCAF1","HAVANA","gene",NA,NA,"ENSG00000126461.10","protein_coding","SCAF1","2","OTTHUMG00000183238.1",NA,"ENSG00000126461",NA
"PRR12","HAVANA","gene",NA,NA,"ENSG00000126464.9","protein_coding","PRR12","2","OTTHUMG00000183275.2",NA,"ENSG00000126464",NA
"TSKS","HAVANA","gene",NA,NA,"ENSG00000126467.6","protein_coding","TSKS","2","OTTHUMG00000183249.2",NA,"ENSG00000126467",NA
"FLRT1","HAVANA","gene",NA,NA,"ENSG00000126500.3","protein_coding","FLRT1","2","OTTHUMG00000167788.2",NA,"ENSG00000126500",NA
"ASL","HAVANA","gene",NA,NA,"ENSG00000126522.12","protein_coding","ASL","1","OTTHUMG00000022876.3",NA,"ENSG00000126522",NA
"SBDS","HAVANA","gene",NA,NA,"ENSG00000126524.5","protein_coding","SBDS","2","OTTHUMG00000023165.3",NA,"ENSG00000126524",NA
"CSN1S1","HAVANA","gene",NA,NA,"ENSG00000126545.9","protein_coding","CSN1S1","2","OTTHUMG00000160843.1",NA,"ENSG00000126545",NA
"STATH","HAVANA","gene",NA,NA,"ENSG00000126549.5","protein_coding","STATH","2","OTTHUMG00000129394.2",NA,"ENSG00000126549",NA
"HTN1","HAVANA","gene",NA,NA,"ENSG00000126550.4","protein_coding","HTN1","2","OTTHUMG00000129397.3",NA,"ENSG00000126550",NA
"STAT5A","HAVANA","gene",NA,NA,"ENSG00000126561.12","protein_coding","STAT5A","1","OTTHUMG00000150725.6",NA,"ENSG00000126561",NA
"WNK4","HAVANA","gene",NA,NA,"ENSG00000126562.12","protein_coding","WNK4","2","OTTHUMG00000180650.1",NA,"ENSG00000126562",NA
"BECN1","HAVANA","gene",NA,NA,"ENSG00000126581.8","protein_coding","BECN1","1","OTTHUMG00000180653.1",NA,"ENSG00000126581",NA
"PRKCG","HAVANA","gene",NA,NA,"ENSG00000126583.6","protein_coding","PRKCG","2","OTTHUMG00000064846.7",NA,"ENSG00000126583",NA
"TRAP1","HAVANA","gene",NA,NA,"ENSG00000126602.6","protein_coding","TRAP1","2","OTTHUMG00000129427.2",NA,"ENSG00000126602",NA
"GLIS2","HAVANA","gene",NA,NA,"ENSG00000126603.4","protein_coding","GLIS2","2","OTTHUMG00000129467.1",NA,"ENSG00000126603",NA
"NSRP1","HAVANA","gene",NA,NA,"ENSG00000126653.11","protein_coding","NSRP1","2","OTTHUMG00000132754.6","ncRNA_host","ENSG00000126653",NA
"DNAJC8","HAVANA","gene",NA,NA,"ENSG00000126698.6","protein_coding","DNAJC8","2","OTTHUMG00000003538.2",NA,"ENSG00000126698",NA
"AHDC1","HAVANA","gene",NA,NA,"ENSG00000126705.9","protein_coding","AHDC1","2","OTTHUMG00000003398.4",NA,"ENSG00000126705",NA
"IFI6","HAVANA","gene",NA,NA,"ENSG00000126709.10","protein_coding","IFI6","2","OTTHUMG00000003518.1",NA,"ENSG00000126709",NA
